committee,date,alderman,status,period,total_absences,,date,,
Committee on License and Consumer Protection,1/17/12 0:00,"O'Connor, Mary",5,3,4,,39463,,
Committee on License and Consumer Protection,1/17/12 0:00,"Cardenas, George A.",5,3,,,39463,,
Committee on License and Consumer Protection,1/17/12 0:00,"Chandler, Michael D.",5,3,,,39463,,
Committee on License and Consumer Protection,1/17/12 0:00,"Moreno, Proco Joe",5,3,,,39463,,
Committee on License and Consumer Protection,1/17/12 0:00,"Arena, John",5,3,,,39463,,
Committee on License and Consumer Protection,1/17/12 0:00,"Cappleman, James",5,3,,,39463,,
Committee on License and Consumer Protection,1/17/12 0:00,"Cochran, Willie",5,3,,,39463,,
Committee on License and Consumer Protection,1/17/12 0:00,"Fioretti, Bob",5,3,,,39463,,
Committee on License and Consumer Protection,1/17/12 0:00,"Graham, Deborah L.",5,3,,,39463,,
Committee on License and Consumer Protection,1/17/12 0:00,"Mitts, Emma",5,3,,,39463,,
Committee on License and Consumer Protection,1/17/12 0:00,"O'Shea, Matthew J.",5,3,,,39463,,
Committee on License and Consumer Protection,1/17/12 0:00,"Quinn, Marty",5,3,,,39463,,
Committee on License and Consumer Protection,1/17/12 0:00,"Reboyras, Ariel",5,3,,,39463,,
Committee on License and Consumer Protection,1/17/12 0:00,"Sawyer, Roderick T.",5,3,,,39463,,
Committee on License and Consumer Protection,1/17/12 0:00,"Silverstein, Debra L.",5,3,,,39463,,
Committee on License and Consumer Protection,1/17/12 0:00,"Sposato, Nicholas",5,3,,,39463,,
Committee on License and Consumer Protection,1/17/12 0:00,"Tunney, Thomas",5,3,,,39463,,
"Committee on Special Events, Cultural Affairs and Recreation",1/17/12 0:00,"Arena, John",5,3,0,,39463,,
"Committee on Special Events, Cultural Affairs and Recreation",1/17/12 0:00,"Brookins, Jr., Howard",5,3,,,39463,,
"Committee on Special Events, Cultural Affairs and Recreation",1/17/12 0:00,"Burnett, Jr., Walter",5,3,,,39463,,
"Committee on Special Events, Cultural Affairs and Recreation",1/17/12 0:00,"Fioretti, Bob",5,3,,,39463,,
"Committee on Special Events, Cultural Affairs and Recreation",1/17/12 0:00,"Foulkes, Toni",5,3,,,39463,,
"Committee on Special Events, Cultural Affairs and Recreation",1/17/12 0:00,"Graham, Deborah L.",5,3,,,39463,,
"Committee on Special Events, Cultural Affairs and Recreation",1/17/12 0:00,"Hairston, Leslie A.",5,3,,,39463,,
"Committee on Special Events, Cultural Affairs and Recreation",1/17/12 0:00,"Harris, Michelle A.",5,3,,,39463,,
"Committee on Special Events, Cultural Affairs and Recreation",1/17/12 0:00,"Lane, Lona",5,3,,,39463,,
"Committee on Special Events, Cultural Affairs and Recreation",1/17/12 0:00,"Moreno, Proco Joe",5,3,,,39463,,
"Committee on Special Events, Cultural Affairs and Recreation",1/17/12 0:00,"Pawar, Ameya",5,3,,,39463,,
"Committee on Special Events, Cultural Affairs and Recreation",1/17/12 0:00,"Quinn, Marty",5,3,,,39463,,
"Committee on Special Events, Cultural Affairs and Recreation",1/17/12 0:00,"Sawyer, Roderick T.",5,3,,,39463,,
"Committee on Special Events, Cultural Affairs and Recreation",1/17/12 0:00,"Silverstein, Debra L.",5,3,,,39463,,
"Committee on Special Events, Cultural Affairs and Recreation",1/17/12 0:00,"Smith, Michele",5,3,,,39463,,
"Committee on Special Events, Cultural Affairs and Recreation",1/17/12 0:00,"Sposato, Nicholas",5,3,,,39463,,
"Committee on Special Events, Cultural Affairs and Recreation",1/17/12 0:00,"Thomas, Latasha R.",5,3,,,39463,,
"Committee on Special Events, Cultural Affairs and Recreation",1/17/12 0:00,"Waguespack, Scott",5,3,,,39463,,
City Council,1/18/12 0:00,"O'Connor, Mary",5,3,1,,39464,,
City Council,1/18/12 0:00,"Arena, John",5,3,,,39464,,
City Council,1/18/12 0:00,"Austin, Carrie M.",5,3,,,39464,,
City Council,1/18/12 0:00,"Balcer, James",5,3,,,39464,,
City Council,1/18/12 0:00,"Beale, Anthony",5,3,,,39464,,
City Council,1/18/12 0:00,"Brookins, Jr., Howard",5,3,,,39464,,
City Council,1/18/12 0:00,"Burke, Edward M.",5,3,,,39464,,
City Council,1/18/12 0:00,"Burnett, Jr., Walter",5,3,,,39464,,
City Council,1/18/12 0:00,"Burns, William D.",5,3,,,39464,,
City Council,1/18/12 0:00,"Cappleman, James",5,3,,,39464,,
City Council,1/18/12 0:00,"Cardenas, George A.",5,3,,,39464,,
City Council,1/18/12 0:00,"Chandler, Michael D.",5,3,,,39464,,
City Council,1/18/12 0:00,"Cochran, Willie",5,3,,,39464,,
City Council,1/18/12 0:00,"Colon, Rey",5,3,,,39464,,
City Council,1/18/12 0:00,"Cullerton, Timothy M.",5,3,,,39464,,
City Council,1/18/12 0:00,"Dowell, Pat",5,3,,,39464,,
City Council,1/18/12 0:00,"Ervin, Jason C.",5,3,,,39464,,
City Council,1/18/12 0:00,"Fioretti, Bob",5,3,,,39464,,
City Council,1/18/12 0:00,"Foulkes, Toni",5,3,,,39464,,
City Council,1/18/12 0:00,"Graham, Deborah L.",5,3,,,39464,,
City Council,1/18/12 0:00,"Hairston, Leslie A.",5,3,,,39464,,
City Council,1/18/12 0:00,"Harris, Michelle A.",5,3,,,39464,,
City Council,1/18/12 0:00,"Jackson, Sandi",5,3,,,39464,,
City Council,1/18/12 0:00,"Lane, Lona",5,3,,,39464,,
City Council,1/18/12 0:00,"Laurino, Margaret",5,3,,,39464,,
City Council,1/18/12 0:00,"Maldonado, Roberto",5,3,,,39464,,
City Council,1/18/12 0:00,"Mell, Richard F.",5,3,,,39464,,
City Council,1/18/12 0:00,"Mitts, Emma",5,3,,,39464,,
City Council,1/18/12 0:00,"Moore, Joseph",5,3,,,39464,,
City Council,1/18/12 0:00,"Moreno, Proco Joe",5,3,,,39464,,
City Council,1/18/12 0:00,"Munoz, Ricardo",5,3,,,39464,,
City Council,1/18/12 0:00,"O'Connor, Patrick",5,3,,,39464,,
City Council,1/18/12 0:00,"O'Shea, Matthew J.",5,3,,,39464,,
City Council,1/18/12 0:00,"Osterman, Harry",5,3,,,39464,,
City Council,1/18/12 0:00,"Pawar, Ameya",5,3,,,39464,,
City Council,1/18/12 0:00,"Pope, John",5,3,,,39464,,
City Council,1/18/12 0:00,"Quinn, Marty",5,3,,,39464,,
City Council,1/18/12 0:00,"Reboyras, Ariel",5,3,,,39464,,
City Council,1/18/12 0:00,"Reilly, Brendan",5,3,,,39464,,
City Council,1/18/12 0:00,"Sawyer, Roderick T.",5,3,,,39464,,
City Council,1/18/12 0:00,"Silverstein, Debra L.",5,3,,,39464,,
City Council,1/18/12 0:00,"Smith, Michele",5,3,,,39464,,
City Council,1/18/12 0:00,"Solis, Daniel",5,3,,,39464,,
City Council,1/18/12 0:00,"Sposato, Nicholas",5,3,,,39464,,
City Council,1/18/12 0:00,"Suarez, Regner Ray",5,3,,,39464,,
City Council,1/18/12 0:00,"Thomas, Latasha R.",5,3,,,39464,,
City Council,1/18/12 0:00,"Thompson, JoAnn",5,3,,,39464,,
City Council,1/18/12 0:00,"Tunney, Thomas",5,3,,,39464,,
City Council,1/18/12 0:00,"Waguespack, Scott",5,3,,,39464,,
City Council,1/18/12 0:00,"Zalewski, Michael R.",5,3,,,39464,,
City Council,1/19/12 0:00,"Foulkes, Toni",5,3,1,,39465,,
City Council,1/19/12 0:00,"Arena, John",5,3,,,39465,,
City Council,1/19/12 0:00,"Austin, Carrie M.",5,3,,,39465,,
City Council,1/19/12 0:00,"Balcer, James",5,3,,,39465,,
City Council,1/19/12 0:00,"Beale, Anthony",5,3,,,39465,,
City Council,1/19/12 0:00,"Brookins, Jr., Howard",5,3,,,39465,,
City Council,1/19/12 0:00,"Burke, Edward M.",5,3,,,39465,,
City Council,1/19/12 0:00,"Burnett, Jr., Walter",5,3,,,39465,,
City Council,1/19/12 0:00,"Burns, William D.",5,3,,,39465,,
City Council,1/19/12 0:00,"Cappleman, James",5,3,,,39465,,
City Council,1/19/12 0:00,"Cardenas, George A.",5,3,,,39465,,
City Council,1/19/12 0:00,"Chandler, Michael D.",5,3,,,39465,,
City Council,1/19/12 0:00,"Cochran, Willie",5,3,,,39465,,
City Council,1/19/12 0:00,"Colon, Rey",5,3,,,39465,,
City Council,1/19/12 0:00,"Cullerton, Timothy M.",5,3,,,39465,,
City Council,1/19/12 0:00,"Dowell, Pat",5,3,,,39465,,
City Council,1/19/12 0:00,"Ervin, Jason C.",5,3,,,39465,,
City Council,1/19/12 0:00,"Fioretti, Bob",5,3,,,39465,,
City Council,1/19/12 0:00,"Graham, Deborah L.",5,3,,,39465,,
City Council,1/19/12 0:00,"Hairston, Leslie A.",5,3,,,39465,,
City Council,1/19/12 0:00,"Harris, Michelle A.",5,3,,,39465,,
City Council,1/19/12 0:00,"Jackson, Sandi",5,3,,,39465,,
City Council,1/19/12 0:00,"Lane, Lona",5,3,,,39465,,
City Council,1/19/12 0:00,"Laurino, Margaret",5,3,,,39465,,
City Council,1/19/12 0:00,"Maldonado, Roberto",5,3,,,39465,,
City Council,1/19/12 0:00,"Mell, Richard F.",5,3,,,39465,,
City Council,1/19/12 0:00,"Mitts, Emma",5,3,,,39465,,
City Council,1/19/12 0:00,"Moore, Joseph",5,3,,,39465,,
City Council,1/19/12 0:00,"Moreno, Proco Joe",5,3,,,39465,,
City Council,1/19/12 0:00,"Munoz, Ricardo",5,3,,,39465,,
City Council,1/19/12 0:00,"O'Connor, Mary",5,3,,,39465,,
City Council,1/19/12 0:00,"O'Connor, Patrick",5,3,,,39465,,
City Council,1/19/12 0:00,"O'Shea, Matthew J.",5,3,,,39465,,
City Council,1/19/12 0:00,"Osterman, Harry",5,3,,,39465,,
City Council,1/19/12 0:00,"Pawar, Ameya",5,3,,,39465,,
City Council,1/19/12 0:00,"Pope, John",5,3,,,39465,,
City Council,1/19/12 0:00,"Quinn, Marty",5,3,,,39465,,
City Council,1/19/12 0:00,"Reboyras, Ariel",5,3,,,39465,,
City Council,1/19/12 0:00,"Reilly, Brendan",5,3,,,39465,,
City Council,1/19/12 0:00,"Sawyer, Roderick T.",5,3,,,39465,,
City Council,1/19/12 0:00,"Silverstein, Debra L.",5,3,,,39465,,
City Council,1/19/12 0:00,"Smith, Michele",5,3,,,39465,,
City Council,1/19/12 0:00,"Solis, Daniel",5,3,,,39465,,
City Council,1/19/12 0:00,"Sposato, Nicholas",5,3,,,39465,,
City Council,1/19/12 0:00,"Suarez, Regner Ray",5,3,,,39465,,
City Council,1/19/12 0:00,"Thomas, Latasha R.",5,3,,,39465,,
City Council,1/19/12 0:00,"Thompson, JoAnn",5,3,,,39465,,
City Council,1/19/12 0:00,"Tunney, Thomas",5,3,,,39465,,
City Council,1/19/12 0:00,"Waguespack, Scott",5,3,,,39465,,
City Council,1/19/12 0:00,"Zalewski, Michael R.",5,3,,,39465,,
"Committee on Zoning, Landmarks and Building Standards",1/26/12 0:00,"Thomas, Latasha R.",5,3,5,,39472,,
"Committee on Zoning, Landmarks and Building Standards",1/26/12 0:00,"Austin, Carrie M.",5,3,,,39472,,
"Committee on Zoning, Landmarks and Building Standards",1/26/12 0:00,"Brookins, Jr., Howard",5,3,,,39472,,
"Committee on Zoning, Landmarks and Building Standards",1/26/12 0:00,"Harris, Michelle A.",5,3,,,39472,,
"Committee on Zoning, Landmarks and Building Standards",1/26/12 0:00,"Pawar, Ameya",5,3,,,39472,,
"Committee on Zoning, Landmarks and Building Standards",1/26/12 0:00,"Burke, Edward M.",5,3,,,39472,,
"Committee on Zoning, Landmarks and Building Standards",1/26/12 0:00,"Cappleman, James",5,3,,,39472,,
"Committee on Zoning, Landmarks and Building Standards",1/26/12 0:00,"Colon, Rey",5,3,,,39472,,
"Committee on Zoning, Landmarks and Building Standards",1/26/12 0:00,"Cullerton, Timothy M.",5,3,,,39472,,
"Committee on Zoning, Landmarks and Building Standards",1/26/12 0:00,"Fioretti, Bob",5,3,,,39472,,
"Committee on Zoning, Landmarks and Building Standards",1/26/12 0:00,"Foulkes, Toni",5,3,,,39472,,
"Committee on Zoning, Landmarks and Building Standards",1/26/12 0:00,"Graham, Deborah L.",5,3,,,39472,,
"Committee on Zoning, Landmarks and Building Standards",1/26/12 0:00,"Laurino, Margaret",5,3,,,39472,,
"Committee on Zoning, Landmarks and Building Standards",1/26/12 0:00,"Mell, Richard F.",5,3,,,39472,,
"Committee on Zoning, Landmarks and Building Standards",1/26/12 0:00,"Reilly, Brendan",5,3,,,39472,,
"Committee on Zoning, Landmarks and Building Standards",1/26/12 0:00,"Solis, Daniel",5,3,,,39472,,
"Committee on Zoning, Landmarks and Building Standards",1/26/12 0:00,"Suarez, Regner Ray",5,3,,,39472,,
"Committee on Zoning, Landmarks and Building Standards",1/26/12 0:00,"Tunney, Thomas",5,3,,,39472,,
Committee on License and Consumer Protection,2/7/12 0:00,"Tunney, Thomas",5,3,7,,39484,,
Committee on License and Consumer Protection,2/7/12 0:00,"Cappleman, James",5,3,,,39484,,
Committee on License and Consumer Protection,2/7/12 0:00,"Cardenas, George A.",5,3,,,39484,,
Committee on License and Consumer Protection,2/7/12 0:00,"Chandler, Michael D.",5,3,,,39484,,
Committee on License and Consumer Protection,2/7/12 0:00,"O'Shea, Matthew J.",5,3,,,39484,,
Committee on License and Consumer Protection,2/7/12 0:00,"Quinn, Marty",5,3,,,39484,,
Committee on License and Consumer Protection,2/7/12 0:00,"Sposato, Nicholas",5,3,,,39484,,
Committee on License and Consumer Protection,2/7/12 0:00,"Arena, John",5,3,,,39484,,
Committee on License and Consumer Protection,2/7/12 0:00,"Cochran, Willie",5,3,,,39484,,
Committee on License and Consumer Protection,2/7/12 0:00,"Fioretti, Bob",5,3,,,39484,,
Committee on License and Consumer Protection,2/7/12 0:00,"Graham, Deborah L.",5,3,,,39484,,
Committee on License and Consumer Protection,2/7/12 0:00,"Mitts, Emma",5,3,,,39484,,
Committee on License and Consumer Protection,2/7/12 0:00,"Moreno, Proco Joe",5,3,,,39484,,
Committee on License and Consumer Protection,2/7/12 0:00,"O'Connor, Mary",5,3,,,39484,,
Committee on License and Consumer Protection,2/7/12 0:00,"Reboyras, Ariel",5,3,,,39484,,
Committee on License and Consumer Protection,2/7/12 0:00,"Sawyer, Roderick T.",5,3,,,39484,,
Committee on License and Consumer Protection,2/7/12 0:00,"Silverstein, Debra L.",5,3,,,39484,,
"Committee on Special Events, Cultural Affairs and Recreation",2/7/12 0:00,"Arena, John",5,3,0,,39484,,
"Committee on Special Events, Cultural Affairs and Recreation",2/7/12 0:00,"Brookins, Jr., Howard",5,3,,,39484,,
"Committee on Special Events, Cultural Affairs and Recreation",2/7/12 0:00,"Burnett, Jr., Walter",5,3,,,39484,,
"Committee on Special Events, Cultural Affairs and Recreation",2/7/12 0:00,"Fioretti, Bob",5,3,,,39484,,
"Committee on Special Events, Cultural Affairs and Recreation",2/7/12 0:00,"Foulkes, Toni",5,3,,,39484,,
"Committee on Special Events, Cultural Affairs and Recreation",2/7/12 0:00,"Graham, Deborah L.",5,3,,,39484,,
"Committee on Special Events, Cultural Affairs and Recreation",2/7/12 0:00,"Hairston, Leslie A.",5,3,,,39484,,
"Committee on Special Events, Cultural Affairs and Recreation",2/7/12 0:00,"Harris, Michelle A.",5,3,,,39484,,
"Committee on Special Events, Cultural Affairs and Recreation",2/7/12 0:00,"Lane, Lona",5,3,,,39484,,
"Committee on Special Events, Cultural Affairs and Recreation",2/7/12 0:00,"Moreno, Proco Joe",5,3,,,39484,,
"Committee on Special Events, Cultural Affairs and Recreation",2/7/12 0:00,"Pawar, Ameya",5,3,,,39484,,
"Committee on Special Events, Cultural Affairs and Recreation",2/7/12 0:00,"Quinn, Marty",5,3,,,39484,,
"Committee on Special Events, Cultural Affairs and Recreation",2/7/12 0:00,"Sawyer, Roderick T.",5,3,,,39484,,
"Committee on Special Events, Cultural Affairs and Recreation",2/7/12 0:00,"Silverstein, Debra L.",5,3,,,39484,,
"Committee on Special Events, Cultural Affairs and Recreation",2/7/12 0:00,"Smith, Michele",5,3,,,39484,,
"Committee on Special Events, Cultural Affairs and Recreation",2/7/12 0:00,"Sposato, Nicholas",5,3,,,39484,,
"Committee on Special Events, Cultural Affairs and Recreation",2/7/12 0:00,"Thomas, Latasha R.",5,3,,,39484,,
"Committee on Special Events, Cultural Affairs and Recreation",2/7/12 0:00,"Waguespack, Scott",5,3,,,39484,,
Committee on Transportation and Public Way,2/7/12 0:00,"Maldonado, Roberto",5,3,5,,39484,,
Committee on Transportation and Public Way,2/7/12 0:00,"Burns, William D.",5,3,,,39484,,
Committee on Transportation and Public Way,2/7/12 0:00,"Cullerton, Timothy M.",5,3,,,39484,,
Committee on Transportation and Public Way,2/7/12 0:00,"Fioretti, Bob",5,3,,,39484,,
Committee on Transportation and Public Way,2/7/12 0:00,"Jackson, Sandi",5,3,,,39484,,
Committee on Transportation and Public Way,2/7/12 0:00,"Beale, Anthony",5,3,,,39484,,
Committee on Transportation and Public Way,2/7/12 0:00,"Dowell, Pat",5,3,,,39484,,
Committee on Transportation and Public Way,2/7/12 0:00,"Ervin, Jason C.",5,3,,,39484,,
Committee on Transportation and Public Way,2/7/12 0:00,"Graham, Deborah L.",5,3,,,39484,,
Committee on Transportation and Public Way,2/7/12 0:00,"O'Connor, Mary",5,3,,,39484,,
Committee on Transportation and Public Way,2/7/12 0:00,"O'Shea, Matthew J.",5,3,,,39484,,
Committee on Transportation and Public Way,2/7/12 0:00,"Pope, John",5,3,,,39484,,
Committee on Transportation and Public Way,2/7/12 0:00,"Quinn, Marty",5,3,,,39484,,
Committee on Transportation and Public Way,2/7/12 0:00,"Reboyras, Ariel",5,3,,,39484,,
Committee on Transportation and Public Way,2/7/12 0:00,"Reilly, Brendan",5,3,,,39484,,
Committee on Transportation and Public Way,2/7/12 0:00,"Smith, Michele",5,3,,,39484,,
Committee on Transportation and Public Way,2/7/12 0:00,"Suarez, Regner Ray",5,3,,,39484,,
Committee on Housing and Real Estate,2/8/12 0:00,"Pope, John",5,3,7,,39485,,
Committee on Housing and Real Estate,2/8/12 0:00,"Austin, Carrie M.",5,3,,,39485,,
Committee on Housing and Real Estate,2/8/12 0:00,"Cardenas, George A.",5,3,,,39485,,
Committee on Housing and Real Estate,2/8/12 0:00,"Chandler, Michael D.",5,3,,,39485,,
Committee on Housing and Real Estate,2/8/12 0:00,"Jackson, Sandi",5,3,,,39485,,
Committee on Housing and Real Estate,2/8/12 0:00,"Lane, Lona",5,3,,,39485,,
Committee on Housing and Real Estate,2/8/12 0:00,"Mell, Richard F.",5,3,,,39485,,
Committee on Housing and Real Estate,2/8/12 0:00,"Balcer, James",5,3,,,39485,,
Committee on Housing and Real Estate,2/8/12 0:00,"Burns, William D.",5,3,,,39485,,
Committee on Housing and Real Estate,2/8/12 0:00,"Cappleman, James",5,3,,,39485,,
Committee on Housing and Real Estate,2/8/12 0:00,"Cullerton, Timothy M.",5,3,,,39485,,
Committee on Housing and Real Estate,2/8/12 0:00,"Dowell, Pat",5,3,,,39485,,
Committee on Housing and Real Estate,2/8/12 0:00,"O'Connor, Mary",5,3,,,39485,,
Committee on Housing and Real Estate,2/8/12 0:00,"Reboyras, Ariel",5,3,,,39485,,
Committee on Housing and Real Estate,2/8/12 0:00,"Sposato, Nicholas",5,3,,,39485,,
Committee on Housing and Real Estate,2/8/12 0:00,"Suarez, Regner Ray",5,3,,,39485,,
Committee on Housing and Real Estate,2/8/12 0:00,"Thompson, JoAnn",5,3,,,39485,,
Committee on Housing and Real Estate,2/8/12 0:00,"Waguespack, Scott",5,3,,,39485,,
Committee on Pedestrian and Traffic Safety,2/9/12 0:00,"Munoz, Ricardo",5,3,4,,39486,,
Committee on Pedestrian and Traffic Safety,2/9/12 0:00,"Brookins, Jr., Howard",5,3,,,39486,,
Committee on Pedestrian and Traffic Safety,2/9/12 0:00,"Colon, Rey",5,3,,,39486,,
Committee on Pedestrian and Traffic Safety,2/9/12 0:00,"Mell, Richard F.",5,3,,,39486,,
Committee on Pedestrian and Traffic Safety,2/9/12 0:00,"Balcer, James",5,3,,,39486,,
Committee on Pedestrian and Traffic Safety,2/9/12 0:00,"Burns, William D.",5,3,,,39486,,
Committee on Pedestrian and Traffic Safety,2/9/12 0:00,"Cappleman, James",5,3,,,39486,,
Committee on Pedestrian and Traffic Safety,2/9/12 0:00,"Ervin, Jason C.",5,3,,,39486,,
Committee on Pedestrian and Traffic Safety,2/9/12 0:00,"Graham, Deborah L.",5,3,,,39486,,
Committee on Pedestrian and Traffic Safety,2/9/12 0:00,"Laurino, Margaret",5,3,,,39486,,
Committee on Pedestrian and Traffic Safety,2/9/12 0:00,"Mitts, Emma",5,3,,,39486,,
Committee on Pedestrian and Traffic Safety,2/9/12 0:00,"Quinn, Marty",5,3,,,39486,,
Committee on Pedestrian and Traffic Safety,2/9/12 0:00,"Sawyer, Roderick T.",5,3,,,39486,,
Committee on Pedestrian and Traffic Safety,2/9/12 0:00,"Silverstein, Debra L.",5,3,,,39486,,
Committee on Public Safety,2/9/12 0:00,"Solis, Daniel",5,3,12,,39486,,
Committee on Public Safety,2/9/12 0:00,"Austin, Carrie M.",5,3,,,39486,,
Committee on Public Safety,2/9/12 0:00,"Beale, Anthony",5,3,,,39486,,
Committee on Public Safety,2/9/12 0:00,"Burke, Edward M.",5,3,,,39486,,
Committee on Public Safety,2/9/12 0:00,"Burnett, Jr., Walter",5,3,,,39486,,
Committee on Public Safety,2/9/12 0:00,"Harris, Michelle A.",5,3,,,39486,,
Committee on Public Safety,2/9/12 0:00,"Jackson, Sandi",5,3,,,39486,,
Committee on Public Safety,2/9/12 0:00,"Mitts, Emma",5,3,,,39486,,
Committee on Public Safety,2/9/12 0:00,"O'Shea, Matthew J.",5,3,,,39486,,
Committee on Public Safety,2/9/12 0:00,"Osterman, Harry",5,3,,,39486,,
Committee on Public Safety,2/9/12 0:00,"Pawar, Ameya",5,3,,,39486,,
